creator_clean,gender,birth_year,match_status
"Hermelin, Olof",male,1658,matched
"Fjæstad, Gustaf",male,1868,matched
"Borg, Axel",male,1847,matched
"Svensson, Gunnar",male,1920,matched
Gustaf Rydberg,male,1835,matched
Kyrkhultsmålaren,unknown,,not_found
"Rothstén, Wilhelm Alexander",male,1858,matched
"von Wille, Clara",female,1838,matched
"Berg, Julius",male,,matched
Alfred Wahlberg,male,1834,matched
"Lagerholm, Wilhelmina",female,1826,matched
"Pendleton, William L Marcy",unknown,,not_found
"Herlin, Sven",male,1815,matched
"von Hofsten, Janne",unknown,,not_found
"Arsenius, John",male,1818,matched
Röhl,unknown,,not_found
"Röhl, M",unknown,,not_found
Nilsson Sven bonadsmålare [?],unknown,,not_found
"Svensson Nils bonadsmålare [?], Nilsson Per bonadsmålare [?]",unknown,,not_found
Nilsson Sven bonadsmålare,unknown,,not_found
Eriksson Anders,unknown,,not_found
Jönsson Johannes,unknown,,not_found
Pålsson Anders,unknown,,not_found
"Nilsson Per bonadsmålare [?], Svensson Nils bonadsmålare [?]",unknown,,not_found
Svensson Nils bonadsmålare [?],unknown,,not_found
Clemetsson Abraham,unknown,,not_found
Olsson Udd Per,unknown,,not_found
Schönhult Pehr,unknown,,not_found
Ida Wallis,female,1831,matched
Gottfrid Virgin,male,1831,matched
Carl d'Unker,unknown,,not_found
Oscar Björck,male,1860,matched
"Margarethe Cecilie von Hallwyl, f. von Im Hoff",unknown,,not_found
Axel Kulle,male,1846,matched
Konrad Dielitz,male,1845,matched
Carl Emil Österman,unknown,,not_found
Julius Siegmund,male,1653,matched
Édouard Boutibonne,unknown,,not_found
Maria Röhl,female,1801,matched
Oscar Törnå,male,1842,matched
Anshelm Schultzberg,unknown,,not_found
Axel Lindman,male,1848,matched
"Enequist, Carl Evald",male,1862,matched
Nils Kreuger,male,1858,matched
Nils Forsberg,male,1842,matched
Hanna Pauli,female,1864,matched
Julia Beck,female,1853,matched
Georg Pauli,male,1855,matched
Fanny Hjelm,female,1858,matched
Jean-Maxime Claude,male,1823,matched
Olof Arborelius,male,1842,matched
Bruno Liljefors,male,1860,matched
Auguste Renoir,male,1841,matched
Mårten Winge,unknown,,not_found
Silvén Johan Jacob,unknown,,not_found
Eugène Jansson,male,1862,matched
Charlotte Mannheimer,female,1866,matched
Bruun Christian,unknown,,not_found
Carl Fredrik Hill,male,1849,matched
Axel Gustaf Hertzberg,male,1832,matched
Richard Bergh,male,1858,matched
Alfred Sisley,male,1839,matched
Johan Robert Nilsson,male,1842,matched
Gunnar G:son Wennerberg,unknown,,not_found
Wilhelm Wallander,unknown,,not_found
Robert Lundberg,male,1861,matched
Ava Lagercrantz,unknown,,not_found
Ferdinand Fagerlin,male,1825,matched
Anna Nordgren,female,1847,matched
Emanuel Lindgren,unknown,,not_found
Axel Raab,male,1835,matched
Elias Erdtman,male,1862,matched
Laurits Andersen Ring,male,1854,matched
Ivar Nyberg,male,1855,matched
Jeanette Möller,female,1825,matched
Hugo Salmson,male,1843,matched
Carl Larsson,male,1853,matched
Eva Bonnier,female,1857,matched
Paul Cézanne,male,1872,matched
Hanna Winge,female,1838,matched
Axel Borg,male,1847,matched
Carl Trägårdh,male,1861,matched
Mimmi Zetterström,female,1843,matched
Hildegard Thorell,female,1850,matched
Severin Nilsson,male,1846,matched
Anders Zorn,male,1860,matched
Fanny Brate,female,1861,matched
Robert Thegerström,male,1857,matched
August Malmström,male,1829,matched
Eugène Delacroix,male,1798,matched
Gustaf Cederström,male,1845,matched
Ernst Josephson,male,1851,matched
Albert Edelfelt,male,1854,matched
"Vincennes Sèvres, Sèvres",unknown,,not_found
Alfred Bergström,male,1869,matched
Karl Nordström,male,1855,matched
Marie-Louise-Caterine Breslau,unknown,,not_found
Bertha Wegmann,female,1847,matched
Österbrogadefabriken,unknown,,not_found
Store Kongensgade,unknown,,not_found
Mina Carlson-Bredberg,female,1857,matched
Reinhold Norstedt,male,1843,matched
Johan Tirén,male,1853,matched
Gustav Curt Stever,male,1823,matched
Emil Österman,male,1870,matched
Christian Martin Tegner,male,1803,matched
Anna Munthe-Norstedt,female,1854,matched
Janus La Cour,male,1837,matched
Anders Kallenberg,male,1834,matched
Wilhelm Stefan Dahlbom,unknown,,not_found
Per Daniel Holm,male,1835,matched
Theodor Lundh,unknown,,not_found
Julius Paulsen,male,1860,matched
Gottfrid Kallstenius,male,1861,matched
Gustaf Ankarcrona,male,1869,matched
Alfred Thörne,male,1850,matched
Carl Sundt-Hansen,male,1841,matched
Anders Gustaf Koskull,male,1831,matched
Lotten Rönquist,female,1864,matched
Erik Brunkal,unknown,,not_found
"Dawson & Co, Ford Pottery",unknown,,not_found
"Ekholm, Oscar",male,1861,matched
Johan Ericson,male,1849,matched
John Forssell,unknown,,not_found
Kung Karl XV,unknown,,not_found
Erik Wedelin,male,1850,matched
Olof Sager-Nelson,male,1868,matched
Anna Nordlander,female,1843,matched
Carl Otto Haslund,unknown,,not_found
Anton Genberg,male,1862,matched
Victor Forssell,male,1846,matched
Wilhelm von Gegerfelt,male,1844,matched
Carl Skånberg,male,1850,matched
Vilhelm Rosenstand,male,1838,matched
Wilhelm von Hanno,male,1826,matched
Oskar Leonard Anderson,male,1836,matched
Carl Frederik Kiörboe,unknown,,not_found
Harald Sörensen-Ringi,male,1872,matched
Erik Bogislaus Skjöldebrand,male,1816,matched
Georg Arsenius,unknown,,not_found
James Marshall,male,1967,matched
Hildegard Norberg,female,1844,matched
Sofie Werenskiold,unknown,,not_found
J.A.G. Acke,male,1859,matched
Wilhelm von Mörner,male,1831,matched
Helmer Osslund,male,1866,matched
Karl Millner,unknown,,not_found
Amanda Sidvall,female,1844,matched
Anna Wengberg,female,1865,matched
Joachim Christian Frich,unknown,,not_found
Sofie Holten,female,1858,matched
Aron Gerle,male,1860,matched
Peter Alfred Schou,male,1844,matched
Enrique Jaraba Y Jiménez,male,1871,matched
Elisabeth Keyser,female,1851,matched
Johan Rohde,male,1856,matched
Nils Bjørnsen Møller,unknown,,not_found
Sophus Jacobsen,male,1833,matched
Edvard Perséus,male,1841,matched
Gustaf Hallman,unknown,,not_found
H. Holm,male,,matched
Anna Elisabet Amanda Tigerhielm,female,1832,matched
Monogrammisten T.B.,unknown,,not_found
F. Carlson,unknown,,not_found
Fredrik Olaus Lindström,male,1847,matched
Carl August Fahlgren,male,1819,matched
Olof Nilsson Hermelin,unknown,,not_found
Otto Holmström,male,1879,matched
Wilhelm Otto Peters,unknown,,not_found
Berndt Lindholm,male,1841,matched
Gerda Roosval-Kallstenius,female,1864,matched
Wilhelm Jaensson,male,1853,matched
Niels Skovgaard,male,1858,matched
Carl Fredrik Aagaard,unknown,,not_found
Gustaf Adolf Mordt,unknown,,not_found
Albert Berg,male,1901,matched
Carl Staaff,male,1816,matched
Mathilde Dietrichson,unknown,,not_found
Jakob Kulle,male,1838,matched
Jenny Nyström,female,1994,matched
"Wilhelm Mauritz Gustaf ""Gusten"" Lindberg",unknown,,not_found
Gotthard Werner,male,1837,matched
Johan Georg Arsenius,unknown,,not_found
Johan Zakarias Blackstadius,unknown,,not_found
Hans Johan Fredrik Berg,unknown,,not_found
Valter Magnus Runeberg,unknown,,not_found
Pierre Henri Théodore Tetar van Elven,unknown,,not_found
Emma Sparre,unknown,,not_found
Carl Wilhelm Bøckmann Baarth,unknown,,not_found
C.G. von Lind,unknown,,not_found
Augusta Åkerlöf,female,1829,matched
Martin Johan Fredrik,unknown,,not_found
Per Ekström,male,1844,matched
Harriet Backer,female,1845,matched
Viggo Johansen,male,1851,matched
Per Wilhelm Cedergren,male,1823,matched
Nils Alfred Larson,male,1872,matched
Johan Fredrik Höckert,male,1826,matched
Hugo Birger,male,1854,matched
Morten Müller,male,1828,matched
Carl Wilhelmson,male,1866,matched
Amalia Lindegren,female,1814,matched
Albert Engström,male,1869,matched
Peter Eskilson,unknown,,not_found
Bertha Valerius,female,1824,matched
Kilian Zoll,male,1818,matched
Eilif Peterssen,male,1852,matched
Karl Julius Lorck,unknown,,not_found
Marcus Larson,male,1825,matched
Camille Pissarro,male,1830,matched
Peter Nicolai Arbo,male,1831,matched
Carl Wahlbom,male,1810,matched
Johan Wilhelm Gertner,unknown,,not_found
Fritz Syberg,male,1862,matched
Jan Verkade,male,1868,matched
Carl Bloch,male,1834,matched
Carl Frederik Sørensen,male,1818,matched
Erik Werenskiold,male,1855,matched
Eero Järnefelt,male,1863,matched
Frits Thaulow,male,1847,matched
August Strindberg,male,1849,matched
Carl Gustaf Hellqvist,male,1851,matched
Vilhelm Hammershøi,male,1864,matched
Johan Christoffer Boklund,male,1817,matched
Paul Dubois,male,1848,matched
"Holmström, Emilia",female,,matched
Hans Fredrik Gude,male,1825,matched
Alexandre Cabanel,male,1823,matched
Axel Jungstedt,male,1859,matched
"Blombergsson, Albert",male,1810,matched
Meissen,unknown,,not_found
Peder Severin Krøyer,male,1851,matched
"Wais & Borgström [30], Henneberg & Rosenstand [18], Du Rietz & I Gylling [3, 51, 52, 53, 65], W. A. Eurenius & P. L. Quist [13, 25], Hansen N. C. & Schou [5], Holmström, Anna [66], Pettersson, Olof f. 1825 [32], Post, Otto [21], Forthmeiier, Hanna [9, 14, 17, 22, 27, 31, 33, 41, 42, 46, 61], Pettersson, Nils Fredrik [7], Wais, Axel [2, 15, 29], Nodermann, Hanna [62 a, 79], Nodermann, Johan [1, 70, 76], Roesler, Robert [81], Sjölin, Hilda [49], Paetz, Harald [26], Almquist, Salfon [88, 89], Diedrich, H. [54], Bourn, James [91], Löwendahl, Johan Henrik [67], Ohm, W. Heinrich [36, 37], Tullberg, Carl Magnus [24], Hansen, Georg E. [20], Jonason, Aron [82], Dahlquist, Carl [55, 58 a, 77, 85, 92], Schmidt, J. [4, 12], Petterson, Otto [68, 72], Host, Peter [48, 62 b, 71], Roikjer, C. V. [78]",unknown,,not_found
"Elgström, Ossian Josef David",unknown,,not_found
"Högberg, Hans [2015-12-02, 2018-04-18], Berg, Jan [2015-12-02, 2018-04-18]",unknown,,not_found
"Shimidzu, H.",unknown,,not_found
Nils von Dardel,male,1888,matched
"Kircher, Alexander",male,1867,matched
Jmfr PM 14407,unknown,,not_found
Målades för omslag till tidningen Julpost.,unknown,,not_found
"Margit Lundström, f. von Geijer",unknown,,not_found
"Eslon, Osvald",male,1895,matched
"Nordling, Gerda",female,1875,matched
GAN,unknown,,not_found
"Barnekow, Elisabeth",female,1874,matched
"Ehrenborg, N.",unknown,,not_found
"Dahl, Mikael",male,1708,matched
"Persson, Oscar",male,1992,matched
"Jean, Erik",male,1894,matched
"Jernberg, Olof",male,1855,matched
"Stålhand, Gustaf [ifrågasatt]",unknown,,not_found
"Persson, Peter Adolf",male,1862,matched
"Diaz de la Pena, Narcisse-Vergile [ifrågasatt]",unknown,,not_found
"Kemner, Helge",male,1883,matched
"Gehlin, Esther",female,1892,matched
"Blomdal, C. E. [osäkert, Blom... G.E.?]",unknown,,not_found
"Crona, Georg",male,1901,matched
"Bergholtz, Ralph",male,1908,matched
"Andersson, Torsten f.1926",unknown,,not_found
Okänd [dep. konst],unknown,,not_found
"Hagborg, August",male,1852,matched
"Haslund, Otto",male,1842,matched
"Blasetti, Fransesco",unknown,,not_found
"Wengberg, Anna",female,1865,matched
"Nording, William",male,1884,matched
"Stahr-Olsen, Fritz",unknown,,not_found
"Munthe-Norstedt, Anna",female,1854,matched
"Lund, Josef",male,1898,matched
"Nordblad, Gösta",male,1897,matched
"Österman, Bernhard",male,1870,matched
"Ingelsson, Richard",male,1901,matched
"Björnmarck, Niklas von",unknown,,not_found
"Almqvist, Ester",female,1869,matched
"Abbe, Albert",male,1889,matched
"Kamke, Ivar",male,1882,matched
"Brambeck, Edvard",unknown,,not_found
"Johansson, Johan konstnär",unknown,,not_found
"Gehlin, Hugo",male,1889,matched
"Andersson, Edvard",male,1856,matched
"Emond, Martin",male,1895,matched
"Fährm, Evert",unknown,,not_found
"Grünewald, Isaac",male,1889,matched
"Friedländer, Alfred",male,1860,matched
"Bloot, Pieter de",male,1601,matched
"Wihlborg, Gerhard",male,1897,matched
"Sandels, Gösta",male,1887,matched
"Trulson, Anders",male,1874,matched
"Lundquist, Evert",male,1900,matched
"Hradil, Béla",male,1885,matched
"Fine Licht, Ernst Philip de",unknown,,not_found
"Siegård, Per",unknown,,not_found
"Genberg, Anton",male,1862,matched
"Bergh, Svante",male,1885,matched
"Hilleström, Pehr d.ä.",unknown,,not_found
"Holst, Agda",female,1886,matched
"Hals, Harmen",male,1611,matched
Carlberg Hugo,unknown,,not_found
Mårtensson Jöns,unknown,,not_found
"Ekström, Per",male,1844,matched
"Holmström, Tora Vega",female,1880,matched
Olander Hjalmar,unknown,,not_found
Jürgens Magnus,unknown,,not_found
Ellen B,unknown,,not_found
"Amelin, Albin",male,1902,matched
"Gummeson, Per",male,1858,matched
"Olson, Erik",male,1901,matched
"Berg, Christian",male,1966,matched
"Liljefors, Bruno",male,1860,matched
"Eugen, prins av Sverige",unknown,,not_found
"Stoopendaal, Mosse",male,1901,matched
"Nilsson, Vera",female,1888,matched
"Olson, Ove f.1903",unknown,,not_found
"Gottfried, C.",unknown,,not_found
"Johanson-Thor, Emil",male,1889,matched
"Bengtson, B [okänd]",unknown,,not_found
Björklund Rickard,unknown,,not_found
Masreliez Louis Adrien [?],unknown,,not_found
"Gislander, William",male,1890,matched
"Högstedt, Margit konstnär",unknown,,not_found
"Schlyter, Ragnhild",female,1887,matched
"Hansen, Chr.",male,,matched
"Larson, Lars",male,1959,matched
"Bergh, Signe",unknown,,not_found
Kulle Jakob,unknown,,not_found
"Uhrdin, Samuel",male,1940,matched
Edquist Herman Adrian,unknown,,not_found
"Bergqvist, Gunnar",unknown,,not_found
"Orstadius, Ebba",female,1885,matched
"Rosensohn, Lennart",male,1918,matched
Roth Martin David [tillskriven],unknown,,not_found
Thorén Theodor Esaias,unknown,,not_found
"Dölling, Ernst Wilhelm",unknown,,not_found
"Brendes, Anton Ulric",unknown,,not_found
"Fischer, Randi",unknown,,not_found
"Cederberg, Eric",male,1897,matched
"Rosen, Reinhold von",male,1605,matched
"Elén, Ingvar",male,1915,matched
Klingborg Jacob,unknown,,not_found
"Olsson, Gottfrid f.1890",unknown,,not_found
"Flinck, G.",unknown,,not_found
Granath N,unknown,,not_found
Sinclair Folke,unknown,,not_found
"Österman, Emil",male,1870,matched
"Nelson, Lennart",male,1918,matched
"Wilén, F.",unknown,,not_found
"Forsberg, Nils, Nilsson, L.",unknown,,not_found
Lindberg Frans,unknown,,not_found
Yao Hua,male,1876,matched
"Xu Jiezhang, Yang Qianan",unknown,,not_found
"Hejll, Richard",male,1889,matched
"Hermelin, Folke",male,1880,matched
"Österlund, Herman",male,1873,matched
"Elgström, Ossian",male,1883,matched
"Yüan Jung-ho, Yuan Runhe",unknown,,not_found
Bengtsson Sven,unknown,,not_found
okänd [?],unknown,,not_found
"Bengtson, Albin",unknown,,not_found
Wu Changshuo,male,1844,matched
Zhang Daqian,male,1899,matched
Jöns Mårtensson,male,1855,matched
"Möller, Jörgen, [osäkert]",unknown,,not_found
"Bergman, Oskar",male,1879,matched
"Kreuger, Nils",male,1858,matched
Wahlgren J J,unknown,,not_found
"Larsson, Carl konstnär",unknown,,not_found
J.S,male,1953,matched
"Curman, Vendela [osäkert]",unknown,,not_found
"Gavelin, Charlotta [2016-06-21]",unknown,,not_found
Rosenberg Carl Reinie,unknown,,not_found
Håkansson Clemet,unknown,,not_found
Persdotter Johanna Hyhult [möjligen],unknown,,not_found
"Svensson Nils bonadsmålare [?], Lindberg Nils [?]",unknown,,not_found
"Timén, Frans",male,1883,matched
"Erikson, Harald",unknown,,not_found
"Thunman, Olof",male,1879,matched
"Wilhelmson, Carl",male,1866,matched
"Jörgensen, Filip",male,2002,matched
"Ricklund, Folke",male,1900,matched
"William-Olsson, Donald",male,1889,matched
"Sahlsten, Sven",male,1908,matched
"Törneman, Axel",male,1880,matched
"Romare, Gustaf C:son",unknown,,not_found
"Hallqvist, Einar",unknown,,not_found
"Forseth, Einar",male,1892,matched
"Söderberg, Nils",male,1900,matched
"Claesson, Ralph",unknown,,not_found
Abrahamsson Sven,unknown,,not_found
"Ernkvist, Sven",male,1891,matched
"Schultzberg, Anshelm",unknown,,not_found
"Örbo, Karl",male,1890,matched
"Thorén, Esaias",male,1901,matched
"Åqvist, Greta",female,1905,matched
"Wolmar, Gustaf",male,1880,matched
Strömblad Anna [?],unknown,,not_found
"Lindgren, Ernst",unknown,,not_found
"Linus, Axel",male,1885,matched
"Trolle, Rolf",male,1883,matched
"Almqvist, Holger",male,1907,matched
"Löwenhjelm, Harriet",female,1887,matched
"Börjeson, Bror",unknown,,not_found
"Constantin, Ivan",unknown,,not_found
"Leander, Johan",male,1959,matched
"Lindwall, Roland",unknown,,not_found
"Thålin, Gösta",male,1907,matched
Bengtsson Anders,unknown,,not_found
"Bülow, Folke Wilhelm Mattus",unknown,,not_found
"Carlson, A",unknown,,not_found
Tsuneo Matsudaira,male,1877,matched
Erlandsson Sven,unknown,,not_found
Erlandsdotter Kristina,unknown,,not_found
Nilsson Per bonadsmålare [?],unknown,,not_found
Hultgren Daniel [attribuerad till],unknown,,not_found
Svensson Nils bonadsmålare,unknown,,not_found
"Persson Nils bonadsmålare [?], Lindberg Nils [?]",unknown,,not_found
"Nilsson Sven bonadsmålare [?], Persson Nils bonadsmålare [?]",unknown,,not_found
Nilsson Gudmund,unknown,,not_found
Lindberg Nils,unknown,,not_found
"Nilsson Per bonadsmålare [?], Nilsson Johannes [?]",unknown,,not_found
Svensson Anders Knäred,unknown,,not_found
"Lagerberg, Jenni, 1867-1958",unknown,,not_found
"Aureller, Johan Johansson, d.ä. [Trol. Enl katalogkort]",unknown,,not_found
"Lagerberg, Jenni, 1867-1958, Rubens, Peter Paul, 1577-1640 [förlagan]",unknown,,not_found
Li Guochao,unknown,,not_found
"Chae, Yong-sin",unknown,,not_found
Wallander Joseph Wilhelm,unknown,,not_found
"Gusinde, Martin",male,1886,matched
"Othenius, Josef",unknown,,not_found
"Nimuendajú, Curt",male,1883,matched
"Ljungh, Gösta",unknown,,not_found
"Rydén, Stig",male,1908,matched
"Hammar, Johan",male,1994,matched
"Hjelm, Axel",male,1868,matched
Gustaf Bernhard Österman,unknown,,not_found
